Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio,Vol- 50 Day Avg. (1000s)
LDI,1.46,160,3.55,-59,12,21,D,19,D,C,D,,"2,747"
NMIH,37.54,160,0.51,-17,63,32,D+,85,A,C,D,8,481
ONIT,39.67,160,0.94,-60,49,59,D-,43,A,B,D,2,62
PFSI,90.10,160,2.74,-42,17,16,E,22,B,C,D,9,973
RDN,33.65,160,1.91,-46,47,32,C-,67,B,C,D,8,"1,444"
RKT,14.96,160,3.67,5,39,26,D-,45,B,C,D,58,"29,215"
SNFCA,9.54,160,0.85,0.0,57,59,B+,49,C,B,D,8,37
TREE,40.75,160,-3.46,-53,50,19,B-,76,B,C,D,12,418
TRTX,7.85,160,1.03,-12,27,30,C-,10,C,C,D,14,803
UWMC,3.72,160,2.20,-47,39,16,D-,47,A,C,D,29,"18,738"
VEL,18.24,160,1.22,14,73,30,C-,99,A,B,D,6,122
AIN,52.26,161,-3.11,-22,31,27,B-,43,D,B,D,20,313
CLW,14.86,161,1.71,-44,22,13,D-,59,C,B,D,,243
GPK,9.68,161,0.94,-25,7,6,E,50,C,C,D,5,"8,036"
IP,34.79,161,-2.44,-1,16,17,C,3,C,C,D,,"7,755"
ITP,0.19,161,-5.00,-1,8,20,B-,15,D,,D,,198
MAGN,9.00,161,-5.06,-28,18,10,D-,44,C,C,D,,507
MATV,8.48,161,-2.75,22,37,38,D-,76,D,B,D,12,427
MERC,1.41,161,2.17,-50,2,6,C+,2,E,B,D,,560
MGIH,1.41,161,0.71,-94,18,30,C-,48,E,,D,,22
PKG,204.46,161,-3.22,-8,44,50,E,49,B,C,D,21,"1,173"
SUZ,9.85,161,-2.38,-2,56,67,D+,41,A,,D,5,"3,812"
AXTA,26.82,162,-3.04,-11,33,23,E,63,C,C,D,11,"3,058"
PPG,103.24,162,-3.03,-24,44,35,C,55,B,D,D,14,"2,324"
RPM,97.97,162,-2.64,-7,43,25,B,57,B,C,D,19,987
SHW,318.00,162,-2.36,-4,49,30,D,71,B,B,D,28,"1,832"
BARK,9.92,163,-5.34,-80,2,10,D-,4,E,C,D,,559
BBWI,18.57,163,-3.93,-18,9,16,B-,33,,C,D,6,"5,489"
DOGZ,1.40,163,-2.10,-97,3,1,A-,1,E,,D,,"1,152"
EYE,23.69,163,-0.96,102,64,79,D-,60,C,C,D,30,"1,358"
GROV,1.27,163,-1.55,-96,31,62,B-,22,,B,D,,82
GRWG,1.10,163,1.85,-19,19,22,D+,52,E,B,D,,354
LUCY,1.06,163,-3.64,-28,7,14,D-,11,D,,D,,119
MSS,0.14,163,-1.38,-91,1,2,E,3,B,,D,,"1,697"
RBA,98.34,163,1.80,-44,68,32,B-,95,A,D,D,25,"1,500"
RGS,24.44,163,-1.05,-70,54,53,B+,14,B,E,D,11,10
SBH,13.29,163,-6.14,2,52,75,D,59,C,C,D,7,"1,672"
SRXH,0.14,163,7.69,-40,6,3,C+,19,E,B,D,,"28,343"
SVV,7.50,163,1.49,-14,28,17,D-,48,B,C,D,17,"1,148"
ULTA,537.39,163,0.15,-12,57,68,E,64,A,D,D,21,700
WOOF,2.68,163,-1.83,-54,42,24,B-,67,D,C,D,89,"2,760"
WRBY,20.29,163,-5.23,-23,41,34,D-,52,C,C,D,"1,014","3,078"
DDS,572.36,164,-0.78,-27,53,84,E,51,B,B,D+,17,138
HCWC,0.24,164,-4.00,-94,8,13,D-,34,D,B,D+,,"1,741"
JWEL,2.41,164,-2.43,-39,49,79,A-,20,E,,D+,,7
KSS,12.82,164,-0.47,-42,18,68,E,25,D,C,D+,8,"4,809"
M,17.82,164,-1.55,-16,52,77,D+,60,C,B,D+,8,"7,890"
CENN,0.12,165,-0.59,-69,3,5,C,31,E,B,D+,,"2,377"
DCX,1.72,165,-2.82,-99,5,1,C+,46,,E,D+,,639
EVTV,1.71,165,1.79,-94,43,98,B-,12,D,C,D+,,"3,590"
F,11.60,165,-0.68,-52,34,38,C-,29,C,C,D+,11,"64,292"
FFAI,0.24,165,-4.00,-30,7,1,E,57,E,C,D+,,"22,414"
FLYE,2.21,165,-7.92,-73,1,1,D-,15,E,B,D+,,335
GGR,3.61,165,2.56,-30,19,26,B-,38,E,E,D+,,13
GM,72.54,165,-3.33,-3,63,83,E,83,C,C,D+,7,"8,407"
GP,1.04,165,2.97,-92,26,18,C,71,E,,D+,,235
HMC,24.15,165,-0.66,50,20,20,D-,38,D,C,D+,10,"1,454"
KNDI,0.83,165,-1.19,-86,6,20,D+,12,E,,D+,,321
LCID,9.96,165,4.18,-39,7,10,E,11,D,C,D+,,"6,603"
LI,18.47,165,0.49,-38,24,23,B-,44,E,A,D+,60,"3,503"
LOBO,0.44,165,-2.22,-72,3,12,B-,1,D,,D+,,62
LOT,1.13,165,-3.42,-66,13,13,C,45,,C,D+,,115
LVWR,1.66,165,-1.19,-44,6,5,B-,29,E,B,D+,,300
NIO,6.30,165,1.61,-27,82,90,A,63,D,E,D+,,"46,746"
PSNY,19.93,165,7.67,-49,17,16,B,16,D,,D+,,238
RACE,340.00,165,-0.71,-23,63,18,B,89,A,,D+,33,760
RIVN,15.40,165,3.08,-30,32,62,B-,17,D,B,D+,,"29,574"
SBLX,1.96,165,-4.85,58,6,6,E,17,E,D,D+,,114
SEV,2.81,165,4.46,-80,7,5,B+,9,,B,D+,,746
SSM,6.15,165,-2.07,-74,20,11,B-,53,E,,D+,,2
STLA,7.55,165,1.62,50,16,14,B,3,D,,D+,,"20,785"
TM,207.01,165,-1.27,-22,66,72,C-,68,B,,D+,11,305
TSLA,360.59,165,-5.42,36,26,38,C-,36,D,B,D+,216,"61,249"
VFS,4.54,165,10.73,502,60,91,A+,8,,D,D+,,447
XPEV,17.70,165,1.09,-49,44,21,C,71,C,A,D+,,"6,701"
BCC,73.20,166,-2.50,-9,6,26,D-,8,D,C,D,21,453
LPX,70.81,166,-2.60,-26,4,19,E,8,D,B,D,27,"1,055"
NWGL,0.82,166,0.00,-88,1,10,D,3,E,,D,,82
UFPI,90.37,166,-0.84,39,20,29,D+,24,D,C,D,18,368
WFG,65.15,166,-0.38,-21,12,34,D-,1,E,D,D,,229
EHGO,0.22,167,10.00,202,1,7,B-,1,E,,..,,279
A,115.48,168,0.82,-52,44,27,D+,68,A,C,D,21,"2,292"
ADVB,4.55,168,2.02,-99,8,5,B-,31,,,D,1,206
AIMD,1.44,168,0.00,-99,13,9,D-,41,D,,D,,788
AVTR,7.90,168,1.67,-57,2,9,E,29,C,C,D,9,"11,864"
BEAT,1.18,168,-3.28,-76,10,10,C+,30,,B,D,,"1,302"
BIO,279.99,168,0.59,-16,47,56,B,43,C,B,D,28,303
BLLN,79.36,168,-4.34,30,49,20,D+,79,B,C,D,256,279
BNBX,0.66,168,0.58,-90,7,2,C,63,E,E,D,,64
CAI,19.29,168,0.84,-40,43,13,C+,79,C,C,D,,"2,557"
CNTA,39.69,168,-0.43,47,62,98,B+,23,E,C,D,,"2,486"
CRDF,1.58,168,-1.86,-53,15,8,B-,40,E,B,D,,"1,134"
CRL,173.89,168,-0.58,-18,45,53,B-,46,C,B,D,17,"1,027"
CSBR,5.77,168,-2.53,-62,14,21,C,8,C,B,D,,7
CTKB,4.53,168,1.12,-46,32,72,B-,3,E,C,D,,807
CV,7.44,168,11.88,-36,37,90,B+,5,,B,D,,396
FLGT,16.82,168,2.31,-1,29,16,B+,38,C,B,D,41,559
FTRE,9.45,168,-0.63,-50,28,67,B-,9,D,C,D,23,"1,692"
ICLR,114.19,168,2.49,-67,28,11,B-,65,C,D,D,9,"2,002"
IINN,0.48,168,6.67,-51,8,7,D-,28,E,,D,,699
ILMN,127.38,168,0.59,-53,72,85,B-,64,B,C,D,26,"2,030"
IQV,173.26,168,0.50,-65,46,25,D+,76,B,C,D,15,"2,264"
ISPC,0.14,168,-6.67,-81,3,2,E,56,E,,D,,"9,201"
MASS,6.61,168,6.44,-42,60,84,D+,63,D,B,D,,300
MDAI,1.45,168,0.69,-43,10,24,D-,36,,B,D,,753
MDCX,0.45,168,7.14,-88,4,1,D-,1,,,D,,"4,682"
MEDP,498.34,168,1.81,-23,91,82,C,99,A,C,D,33,369
MXCT,0.75,168,1.35,17,4,4,C-,34,E,C,D,,"1,279"
MYGN,4.75,168,3.49,-38,8,14,D-,31,D,C,D,68,"1,850"
NOTV,0.27,168,3.85,-68,4,2,D+,39,D,B,D,,478
ONMD,0.93,168,10.71,-97,39,85,C,40,,B,D,,"4,873"
RGEN,117.78,168,-0.46,-9,30,20,D+,45,B,C,D,69,872
RPID,2.27,168,5.09,-24,9,15,D-,12,D,B,D,,231
RVTY,88.94,168,1.16,-26,34,27,C-,46,C,D,D,18,"1,276"
SDGR,11.58,168,0.26,-46,16,9,E,61,D,C,D,,"1,443"
TECH,53.13,168,-0.65,-26,33,29,D-,57,B,D,D,29,"2,428"
TEM,47.39,168,0.77,-27,25,17,D,50,D,C,D,,"5,252"
TKNO,3.16,168,7.85,-69,13,12,C,34,D,A,D,,230
TMO,491.46,168,-0.62,-27,43,34,D-,60,B,B,D,21,"2,309"
XGN,3.06,168,1.66,-73,5,6,E,16,D,B,D,,390
AENT,6.68,169,2.45,-93,67,81,C-,73,C,C,D,16,81
AMZN,209.77,169,-0.38,-40,68,38,D+,91,A,B,D,29,"52,424"
BABA,122.05,169,-1.36,-21,20,24,D+,21,B,B,D,23,"11,218"
BBBY,4.62,169,-0.86,16,17,16,C-,56,E,B,D,,"1,732"
BQ,0.80,169,-3.61,-78,7,2,C,53,E,,D,,125
CART,38.77,169,0.34,-35,44,26,A-,25,B,C,D,24,"5,038"
CD,4.35,169,0.46,-30,23,17,C-,58,D,B,D,,147
CHWY,26.87,169,0.94,-24,48,15,B,88,B,C,D,21,"8,473"
CPNG,18.95,169,0.16,-46,20,15,B+,21,C,C,D,158,"26,006"
DASH,156.45,169,3.95,-4,46,13,D+,74,A,B,D,74,"5,272"
DIBS,5.41,169,-1.81,-33,65,94,B+,46,D,B,D,,213
EBAY,94.14,169,1.08,-36,90,82,B,84,A,B,D,17,"5,505"
ETSY,51.64,169,3.34,-30,23,28,D+,48,,C,D,39,"3,737"
FVRR,10.03,169,-1.18,-61,37,4,E,98,A,A,D,3,"1,481"
GIFT,1.02,169,2.00,-33,20,19,B,44,E,B,D,,77
GRPN,11.50,169,2.77,-19,8,7,B-,35,E,C,D,,"1,327"
HEPS,2.70,169,0.37,-38,27,56,B-,1,E,E,D,,276
IPW,1.35,169,-5.59,127,1,1,D,17,E,B,D,,459
IZM,0.58,169,9.43,-82,19,1,C,79,D,,D,,"2,172"
JD,28.46,169,-1.42,-23,34,24,B-,45,B,D,D,12,"10,454"
JMIA,6.88,169,-1.01,-57,46,89,D+,36,D,,D,,"2,137"
KPLT,7.23,169,0.84,-56,22,27,C-,54,,B,D,,23
LGCB,1.47,169,0.00,-73,5,19,D-,7,D,,D,,63
LITB,2.27,169,1.34,-40,62,85,B-,79,,,D,5,9
LIVE,12.77,169,1.03,-74,26,30,C+,26,C,,D,2,6
LQDT,31.16,169,0.97,-11,87,74,B+,92,A,C,D,22,169
LUXE,7.79,169,0.39,-56,54,43,B,43,B,A,D,1,314
LVLU,11.33,169,-10.58,-66,42,98,C-,57,E,D,D,,46
MELI,"1,715.52",169,-0.20,-51,46,19,E,75,B,A,D,44,598
MOGU,2.16,169,-0.12,-92,25,34,A-,30,D,,D,,26
MYSZ,0.63,169,-4.55,98,15,10,D,48,E,,D,,63
NEGG,38.03,169,-2.51,-31,56,99,B,56,E,,D,,57
NEXR,1.96,169,2.62,56,10,1,D-,61,D,,D,,493
OCG,0.66,169,4.76,-91,3,1,C,33,E,,D,,"1,826"
OMH,1.20,169,-0.83,-98,40,59,B-,42,D,,D,,49
PDD,100.87,169,-0.89,-43,57,24,C,78,A,B,D,10,"7,425"
PETS,2.29,169,-2.97,-33,3,14,D-,1,E,B,D,,118
PEW,2.99,169,0.00,-62,5,9,B-,3,D,B,D,,422
RDNW,6.78,169,-3.14,-27,68,97,B+,54,E,B,D,,55
REAL,9.12,169,-1.72,-37,49,70,C-,65,,C,D,,"3,491"
RENT,5.13,169,3.85,-34,12,24,C-,17,,B,D,,67
SE,82.28,169,0.15,-62,44,8,D-,78,A,B,D,33,"6,023"
SFIX,3.40,169,0.29,-11,13,20,E,29,D,C,D,,"2,292"
SSTK,16.54,169,0.18,-18,31,23,C,49,A,B,D,4,345
STUB,6.44,169,5.57,-32,1,3,E,2,E,C,D,,"4,302"
TDUP,3.36,169,-0.88,-3,16,10,D-,44,D,C,D,,"2,334"
UXIN,2.99,169,-0.33,-17,14,20,D+,15,,,D,,178
VIPS,15.00,169,-0.13,65,42,25,D,84,B,B,D,6,"2,100"
W,72.61,169,-3.51,12,59,88,C-,80,,B,D,28,"3,891"
WBUY,0.94,169,0.30,-96,1,4,D+,1,E,,D,,443
WNW,0.05,169,-16.67,-22,15,1,E,63,B,,D,0,"29,060"
WSHP,5.85,169,-6.25,-4,1,1,D-,29,E,,D,,157
YHC,1.01,169,0.00,-71,20,21,A-,61,E,,D,,170
YJ,1.50,169,-0.66,-95,26,43,C-,46,E,,D,,263
ZKH,3.06,169,0.00,15,44,27,D,69,D,A,D,,43
BBY,64.50,170,0.30,-48,35,30,D+,45,B,B,D,10,"4,891"
GME,23.36,170,2.64,-50,61,67,B,77,C,C,D,20,"7,758"
RERE,4.42,170,-5.56,-21,65,70,D+,62,B,,D,18,"1,267"
AER,139.18,171,-0.56,-29,76,78,D-,96,B,D,D-,9,"1,433"
AL,64.95,171,0.00,77,87,75,C,99,A,C,D-,7,"2,249"
ALTG,5.24,171,-0.19,38,23,62,C-,18,E,B,D-,,219
CTOS,6.59,171,-0.45,-14,51,86,B,23,D,C,D-,,852
EQPT,20.33,171,-2.02,-39,29,9,E,73,C,,D-,120,"1,837"
GATX,174.30,171,1.54,-11,73,67,B-,85,B,C,D-,20,209
HRI,91.04,171,-3.18,55,17,11,E,45,B,C,D-,12,648
MGRC,107.53,171,-3.99,23,53,35,D+,77,B,C,D-,17,164
MPU,0.81,171,6.58,-90,3,17,D,23,E,B,D-,,185
PRG,28.18,171,-0.74,-45,31,35,C-,48,C,C,D-,8,578
R,205.95,171,-0.44,-14,62,82,C-,66,C,C,D-,16,379
UHAL,47.29,171,0.36,28,3,21,E,9,C,C,D-,70,225
UHALB,44.04,171,-0.18,15,5,21,E,9,C,C,D-,65,447
UPBD,17.53,171,-1.96,-6,27,21,D,41,B,C,D-,4,832
URI,732.09,171,0.08,-30,41,30,D-,71,B,B,D-,17,703
WLFC,175.89,171,0.15,10,75,87,C,60,B,B,D-,11,50
WSC,17.39,171,-1.31,-20,18,17,D-,54,C,C,D-,16,"2,051"
BXC,51.56,172,-4.15,-27,2,15,D-,4,D,B,D-,54,104
FND,47.47,172,-3.56,32,11,12,E,44,C,C,D-,25,"2,573"
GIC,31.37,172,-1.07,-30,73,75,B-,75,B,B,D-,17,102
HD,321.63,172,-2.41,-10,34,25,C+,45,B,B,D-,22,"4,155"
HLMN,8.04,172,-2.55,-55,37,34,D-,68,C,D,D-,14,"1,715"
JCTC,1.69,172,6.29,-72,3,6,C+,1,E,B,D-,,19
LOW,231.03,172,-2.10,-1,31,38,D-,56,,B,D-,19,"2,792"
SITE,126.74,172,-1.31,11,55,56,B,62,C,D,D-,38,651
TITN,17.24,172,-0.63,-22,38,68,B+,19,E,C,D-,,186
TSCO,43.82,172,-1.59,11,31,19,E,65,B,C,D-,21,"6,817"
AFRM,46.31,173,1.69,-47,40,15,E,77,C,B,D-,57,"6,723"
AXP,300.18,173,-0.11,-45,60,29,C-,92,A,B,D-,20,"3,823"
BFH,73.02,173,-0.75,-1,81,85,B-,87,B,B,D-,6,779
CASS,44.41,173,0.18,-13,69,67,D+,89,B,C,D-,19,72
CTLP,10.78,173,-0.28,-34,44,72,C+,3,B,C,D-,15,"1,346"
DLO,12.86,173,3.38,39,89,72,B-,90,A,A,D-,20,"1,491"
EEFT,64.05,173,-2.97,22,49,14,B-,94,B,D,D-,7,710
EVTC,28.07,173,0.93,-47,55,22,B,73,A,C,D-,8,513
FLYW,11.78,173,1.73,-46,58,34,A-,43,C,C,D-,107,"1,747"
FOUR,42.76,173,0.35,-58,43,8,D+,77,A,D,D-,8,"2,643"
GDOT,11.09,173,-0.98,1,21,43,E,14,C,B,D-,8,652
GPN,64.05,173,-2.00,-1,36,16,D+,77,C,C,D-,6,"3,867"
IIIV,22.66,173,0.89,-58,21,21,E,49,B,C,D-,22,383
KLAR,13.35,173,0.53,-56,8,3,C,1,D,B,D-,,"6,818"
KSPI,74.55,173,1.53,-38,56,27,C,70,B,,D-,7,553
LSAK,5.02,173,2.03,-39,73,70,B-,79,C,,D-,23,88
MA,493.44,173,0.36,-25,69,24,C+,95,A,B,D-,29,"3,914"
MQ,3.97,173,1.02,-41,36,19,B-,56,C,C,D-,,"3,972"
OLB,0.47,173,-2.08,-89,6,6,D-,54,E,E,D-,,"10,952"
PAGS,10.34,173,-1.80,-26,80,75,C-,93,B,B,D-,7,"4,204"
PAY,25.23,173,1.57,-62,52,21,E,99,A,C,D-,38,714
PAYO,4.92,173,1.86,-49,13,18,E,14,C,C,D-,26,"4,741"
PAYP,21.02,173,-0.52,-58,74,86,,76,,,D-,19,"4,411"
PAYS,5.92,173,1.72,36,95,90,A,87,A,B,D-,46,741
PICS,10.73,173,-3.68,-55,36,7,D+,57,B,,D-,16,"1,080"
PMTS,15.38,173,1.85,-43,33,22,B-,61,,A,D-,12,64
PSFE,6.84,173,1.94,1,23,10,B-,59,C,B,D-,3,450
PYPL,45.34,173,1.59,-51,26,13,D-,66,B,C,D-,9,"25,856"
RPAY,2.58,173,0.39,116,17,8,C+,49,C,C,D-,3,"1,350"
RVYL,5.55,173,-3.98,-46,13,7,B,60,E,D,D-,,322
SEZL,63.76,173,0.09,-55,62,56,C-,76,A,C,D-,18,765
STNE,13.95,173,-2.86,-56,61,32,E,96,A,C,D-,9,"5,507"
TOST,26.47,173,1.53,-23,47,14,D-,79,B,C,D-,49,"12,467"
USIO,1.13,173,-2.59,-68,4,17,E,3,D,B,D-,,47
V,300.80,173,0.77,-45,65,22,C,91,A,B,D-,25,"7,924"
WEX,154.69,173,2.88,-6,78,59,B+,86,A,C,D-,10,489
XYZ,59.78,173,0.40,-28,55,28,B,88,C,B,D-,25,"9,024"
AAP,51.83,174,-4.72,-32,59,82,D-,79,D,C,D-,23,"1,864"
AZO,"3,400.54",174,-0.76,-47,27,28,D-,63,,B,D-,24,143
BGSI,123.64,174,0.55,281,34,17,E,81,C,,D-,54,45
CPRT,33.40,174,1.15,-31,28,15,E,75,B,C,D-,21,"9,447"
DRVN,12.34,174,0.08,-47,52,17,B+,88,B,D,D-,10,"2,040"
GPC,103.47,174,-1.63,4,24,19,E,55,B,D,D-,14,"1,864"
LKQ,28.19,174,-3.82,63,14,20,D-,37,C,C,D-,9,"2,658"
MNRO,15.96,174,-3.16,-32,15,26,D+,36,D,C,D-,32,848
ORLY,91.42,174,-0.74,-41,46,35,C-,86,,B,D-,31,"6,225"
PRTS,0.81,174,-1.22,-74,39,86,B+,20,E,D,D-,,775
UCAR,0.66,174,10.00,-62,7,1,E,32,C,,D-,,"17,436"
VVV,33.33,174,-2.23,-40,69,50,C,81,A,D,D-,20,"2,032"
AMN,18.20,175,-1.94,-27,22,38,B-,9,D,C,D,13,"1,306"
ASGN,39.05,175,1.51,-56,19,16,B-,38,D,C,D,9,874
ATLN,3.51,175,0.00,-85,49,96,A,23,,,D,,175
BBSI,29.58,175,2.35,-46,36,15,D+,74,B,C,D,14,290
BGSF,6.34,175,1.77,-48,64,94,B-,56,E,B,D,,25
BIYA,1.38,175,-2.82,-77,2,1,C-,1,E,,D,,416
CCRN,9.18,175,-1.50,-49,13,22,B,4,E,B,D,459,514
CLIK,1.77,175,-1.12,-94,4,1,D-,3,C,,D,,136
DLHC,5.64,175,-2.08,-82,32,74,B+,3,E,B,D,,9
FA,11.23,175,0.45,-29,46,15,D-,89,A,C,D,11,"1,323"
GLXG,2.25,175,-4.26,-75,2,15,B-,3,E,,D,,88
HQI,10.23,175,0.00,37,45,38,C,62,C,B,D,14,18
JOB,0.23,175,-4.17,-83,49,80,B+,27,E,B,D,,"1,872"
KELYA,8.78,175,1.27,-26,14,19,C,37,D,C,D,7,496
KELYB,16.00,175,19.94,493,35,93,C+,37,D,,D,13,69
KFRC,29.92,175,2.82,-46,14,21,C+,23,C,C,D,15,279
KFY,63.36,175,1.10,-18,49,29,B-,64,B,C,D,12,608
MAN,29.35,175,2.12,-46,10,17,D,23,D,C,D,10,"1,442"
MHH,5.80,175,0.87,-44,14,18,D-,41,D,B,D,8,14
NIXX,0.95,175,-7.77,154,29,13,B-,55,D,B,D,,890
RHI,25.29,175,2.51,-50,2,15,D-,14,D,C,D,19,"3,659"
STRR,9.75,175,3.72,42,38,34,C+,26,C,C,D,,10
TBI,4.00,175,3.90,-51,12,17,C-,21,D,B,D,,340
UPWK,10.94,175,-2.15,-53,29,12,D-,64,A,C,D,8,"4,056"
YYGH,1.05,175,-1.87,-56,4,1,E,3,D,,D,,766
ASO,57.35,176,-0.59,-6,66,84,B,55,C,C,D-,10,"1,523"
BBW,38.07,176,2.64,-40,24,14,D-,59,B,B,D-,10,425
BNED,9.00,176,2.04,-28,30,29,B,28,D,B,D-,,269
DKS,191.75,176,-0.20,-23,47,32,C,43,A,C,D-,14,"1,175"
HAYW,13.38,176,-0.82,-14,46,28,C,70,B,D,D-,17,"2,080"
HZO,27.17,176,-0.59,-68,34,78,C-,5,D,C,D-,58,483
LESL,1.28,176,-5.19,-38,1,4,B-,7,,B,D-,,145
ONEW,9.86,176,1.34,-42,21,15,C,57,D,A,D-,11,157
PLBY,1.47,176,-1.34,-29,40,38,B-,79,E,B,D-,,"1,307"
POOL,202.93,176,1.42,-27,18,15,B-,34,C,D,D-,19,827
SORA,2.06,176,0.49,-96,25,7,C-,79,D,,D-,,158
SPWH,1.28,176,-3.03,129,5,12,D,26,D,B,D-,,446
WINA,430.43,176,-0.61,6,49,72,B-,57,,E,D-,38,89
AXIL,7.04,177,0.28,-61,77,84,B+,95,C,,D-,37,12
BOXL,1.10,177,-10.57,-96,1,2,B-,8,E,B,D-,,"5,801"
CGTL,1.24,177,13.76,-77,20,74,C,3,D,,D-,,511
DSWL,2.97,177,0.00,184,44,34,D-,89,C,,D-,4,11
FEBO,1.14,177,0.88,-39,35,65,B-,1,D,,D-,,6
GPRO,0.77,177,6.94,-58,5,17,C,19,E,C,D-,,"4,101"
GRMN,237.65,177,0.03,-58,83,78,B-,74,A,C,D-,28,984
KOSS,3.68,177,-1.60,-71,9,19,D+,26,D,B,D-,,27
MSN,0.40,177,5.26,20,26,67,B,15,E,C,D-,,80
NN,16.55,177,3.96,-13,39,74,B-,21,E,C,D-,,"1,393"
RAY,3.93,177,-0.25,-88,17,34,B,33,C,,D-,5,29
RIME,1.26,177,-4.55,-84,14,18,B-,21,D,D,D-,,"8,736"
SONO,13.58,177,-1.02,-50,43,56,C-,61,C,C,D-,15,"1,827"
SYNX,1.02,177,2.00,-98,27,15,C,79,E,,D-,,"1,675"
TBCH,10.16,177,-0.59,-45,6,14,D-,12,D,C,D-,13,319
UEIC,4.10,177,-1.44,-59,11,26,B-,14,D,B,D-,13,61
WLDS,1.40,177,-4.11,-82,11,2,E,61,D,,D-,,139
ZEPP,11.89,177,1.54,-52,51,97,D-,56,D,,D-,,118
BZH,19.88,178,0.51,-10,9,29,C,8,E,B,D-,66,503
CCS,56.99,178,-0.73,-28,12,30,C-,16,D,C,D-,10,282
CHCI,19.49,178,2.36,98,92,96,A,66,A,B,D-,12,20
DFH,14.07,178,0.21,-12,12,12,E,52,C,C,D-,7,623
DHI,139.69,178,1.04,-30,33,43,D+,38,C,B,D-,13,"2,830"
GRBK,65.35,178,-0.03,10,54,56,C,63,B,B,D-,9,218
HOV,110.84,178,-0.58,-34,29,67,B-,18,D,B,D-,17,105
KBH,50.85,178,-0.72,6,11,25,E,32,D,C,D-,9,"1,176"
LEN,86.49,178,1.23,2,4,17,D-,18,D,B,D-,13,"2,996"
LENB,84.32,178,1.26,7,4,19,D-,18,D,C,D-,13,68
LGIH,38.13,178,-0.21,-8,2,16,D,11,D,C,D-,11,469
MHO,121.62,178,-1.12,-40,37,38,C,52,C,C,D-,7,264
MRP,27.63,178,-0.43,-4,58,32,C,79,C,C,D-,11,"1,430"
MTH,62.16,178,0.08,-28,14,27,D-,27,D,C,D-,10,"1,043"
NVR,"6,663.14",178,-0.02,-22,30,25,E,56,B,B,D-,15,26
OFAL,0.69,178,9.52,36,2,10,A-,1,,,D-,,158
PHM,117.29,178,0.12,-1,49,59,D+,61,C,B,D-,10,"1,854"
SDHC,13.49,178,0.45,8,20,15,C,51,D,C,D-,,144
TMHC,58.02,178,-0.50,-15,37,32,D+,55,C,C,D-,7,"1,128"
TOL,135.83,178,-0.75,-44,68,74,E,88,B,C,D-,10,"1,319"
TPH,46.75,178,0.43,-34,58,92,A-,29,D,C,D-,16,"3,084"
UHG,1.16,178,0.00,-64,7,6,B-,30,E,B,D-,,418
ARHS,6.38,179,-2.45,-3,22,11,E,62,B,B,D-,13,"1,297"
BOBS,11.21,179,-6.04,-27,46,11,,92,A,,D-,12,"1,670"
ETD,22.26,179,-0.27,-17,19,22,B-,25,C,C,D-,13,400
FGI,3.85,179,-22.54,-34,16,23,C+,35,D,E,D-,,105
HTLM,1.69,179,-7.65,-97,27,7,D,47,A,,D-,11,505
HVT,20.83,179,-2.62,77,28,35,D-,25,C,B,D-,18,112
ILAG,3.08,179,20.31,2,26,12,B,79,E,,D-,2,38
LOVE,14.37,179,-1.64,-30,18,26,B,12,D,B,D-,50,291
LZB,31.60,179,-0.91,-12,23,21,C,40,C,C,D-,12,425
RH,113.46,179,0.54,105,1,10,D-,16,,B,D-,18,"1,279"
SNBR,1.18,179,-30.99,306,1,1,E,1,,C,D-,,"1,171"
WSM,180.17,179,-0.11,-17,53,65,E,60,A,B,D-,20,"1,203"
ABG,194.76,180,0.38,-48,24,19,E,60,C,D,D-,7,234
ACVA,4.36,180,2.11,-27,15,4,C-,37,B,D,D-,26,"3,469"
AN,197.68,180,-0.15,-36,50,43,D,73,B,C,D-,10,489
CARS,8.30,180,0.48,-37,36,13,C,79,B,C,D-,5,"1,531"
CRMT,12.47,180,2.72,-9,1,3,E,2,D,B,D-,,140
CVNA,313.91,180,0.58,-52,61,38,C-,80,A,B,D-,39,"4,114"
CWH,6.48,180,-1.67,-24,9,6,E,28,D,C,D-,41,"3,229"
GPI,329.45,180,-0.41,-36,36,18,B,58,B,B,D-,8,198
JZXN,0.93,180,3.33,-99,6,1,C,61,E,,D-,,"4,200"
KMX,41.23,180,2.28,-30,6,20,C,16,D,C,D-,13,"3,210"
KXIN,5.94,180,-1.00,-100,10,1,C-,58,E,,D-,,"1,535"
LAD,251.82,180,0.40,-35,14,17,E,53,C,C,D-,7,343
MCW,6.97,180,0.00,54,80,82,B+,88,B,C,D-,16,"3,145"
OPLN,29.62,180,0.68,-46,79,80,D,94,B,C,D-,24,998
PAG,149.34,180,0.12,-51,29,28,D,45,C,B,D-,11,314
RUSHA,65.74,180,-0.42,-40,51,85,B-,33,C,C,D-,20,515
RUSHB,65.27,180,0.52,9,57,81,A-,33,C,B,D-,20,61
SAH,64.87,180,-0.58,-31,38,35,B,49,B,C,D-,10,333
TC,10.25,180,0.00,-99,30,56,D-,63,E,,D-,,19
VRM,14.26,180,10.54,10,19,8,B+,55,E,,D-,,11
BRAG,1.84,181,-1.08,-63,7,11,C-,1,D,E,D-,,32
